NCT03020927	12:14:lower_bound,19:28:upper_bound,32:35:age	be between 24 and 60 months of age at the time of study enrollment
NCT03020927	31:55:chronic_disease	have a community diagnosis of Autism Spectrum Disorder (as reported by parent)
NCT03020420	34:41:treatment,52:82:treatment,86:89:lower_bound	Patient who recently underwent a surgery involving linear surgical skin incisions of 5cm or more
NCT03020420	27:57:treatment,63:95:treatment,99:119:treatment	patients with two exactly symmetrical separate incisions like bilateral inguinal hernia repair or bilateral mastectomy
NCT03019510	1:3:lower_bound,4:10:upper_bound,14:17:age	25-65 yrs of age
NCT03019510	13:25:chronic_disease,26:28:clinical_variable,35:43:clinical_variable,49:52:lower_bound,53:62:clinical_variable	Significant hypertension BP > 180 systolic or > 100 diastolic, at rest
NCT03019510	1:22:bmi,24:26:lower_bound,27:35:upper_bound,28:29:lower_bound,60:70:upper_bound,119:133:upper_bound,154:178:chronic_disease,206:228:clinical_variable,230:239:lower_bound,249:255:upper_bound,308:317:upper_bound,324:342:clinical_variable,344:353:upper_bound	body mass index (BMI): 30-45 kg/m2 for the obese subjects <24.5 kg/m2 for the non-obese subjects weight stable during prior 6 months non-smokers OB with impaired fasting glucose: elevated elevated morning fasting glucose levels >110 mg/dL for 5 of 7 days non-obese and OB subjects: fasting glucose levels < 100 mg/dL - 2hr OGTT glucose value <140 mg/dL
NCT03019367	1:3:lower_bound,7:9:upper_bound,13:28:clinical_variable	23 to 32 +6 Gestational age
NCT03019367	1:17:chronic_disease	Bleeding Accreta
NCT03019367	1:21:chronic_disease	Congenital anomalies
NCT03019367	1:14:chronic_disease	Cord prolapse
NCT03019367	1:8:chronic_disease	Hydrops
NCT03019367	1:22:chronic_disease	Major cardiac defects
NCT03019367	1:30:chronic_disease,36:46:chronic_disease	Placental abruption or previa with hemorrhage
NCT03019133	10:14:age,15:17:lower_bound,18:26:upper_bound	Subjects aged 18-99 years
NCT03019133	17:26:treatment,48:66:treatment	Subjects with a pacemaker or who have received cardiac transplant
NCT03019133	21:29:chronic_disease,31:50:chronic_disease,61:87:chronic_disease	Subjects with known Dementia, Parkinson's disease, or other neurodegenerative disorder
NCT03019133	11:31:chronic_disease,33:43:chronic_disease,45:72:chronic_disease,74:84:chronic_disease,86:107:chronic_disease,117:131:chronic_disease	Untreated sleep apnea disorder, narcolepsy, REM sleep behavior disorder, parasomnia, restless leg syndrome or other sleep disorder
NCT03019133	8:20:treatment	Use of vasopressors
NCT03019133	1:44:treatment	Ventilator support via an endotracheal tube
NCT03018782	1:4:gender	Men
NCT03018782	1:6:gender,33:36:age,40:42:lower_bound	women from any country over the age of 18
NCT03018704	35:51:chronic_disease	a current, clinically significant physical disease or abnormality
NCT03018704	34:37:allergy_name	a history of hypersensitivity to TOP
NCT03018704	1:21:language_fluency	able to read English at the 8th grade or higher level and without gross cognitive impairment
NCT03018704	1:4:age,5:7:lower_bound,11:19:upper_bound	age 18 to 70 years
NCT03018704	12:36:pregnancy	and have a negative serum pregnancy test prior to initiation of treatment
NCT03018704	1:23:treatment	bilateral oophorectomy
NCT03018704	1:17:chronic_disease	bipolar disorder
NCT03018704	57:82:treatment	current moderate-to-severe alcohol withdrawal requiring pharmacological treatment (see Section D.4.a. regarding alcohol detoxification)
NCT03018704	34:57:treatment	current regular treatment with a psychotropic medication, including medications that, when combined with alcohol, present a risk of overdose
NCT03018704	9:27:treatment	current treatment with TOP or a medication approved for AUD
NCT03018704	1:16:chronic_disease	eating disorder
NCT03018704	12:20:chronic_disease	history of glaucoma
NCT03018704	1:34:chronic_disease	imminent suicide or violence risk
NCT03018704	18:19:lower_bound,23:25:upper_bound	meeting at least 4 of 11 DSM-5 AUD criteria
NCT03018704	1:14:chronic_disease	schizophrenia
NCT03018704	1:15:treatment,33:42:upper_bound	tubal ligation or are less than two years postmenopausal
NCT03018704	20:32:treatment	who have not had a hysterectomy
NCT03018418	27:75:cancer	Histologically documented squamous or basaloid carcinoma of the anal canal
NCT03018418	1:29:clinical_variable,31:34:lower_bound	Karnofsky Performance Status >70%
NCT03018418	17:32:clinical_variable,38:46:upper_bound	Patients with a life expectancy of < 3 months
NCT03018418	1:19:cancer	Stage T2-4 disease with any N category
NCT03017937	18:29:chronic_disease,34:35:lower_bound,36:45:upper_bound	Able to tolerate hypercapnia for 1-2 minutes
NCT03017937	11:27:chronic_disease	Any known seizure disorder
NCT03017937	1:9:chronic_disease	Glaucoma (Narrow Angle or Normal Tension)
NCT03017937	12:33:chronic_disease,44:63:chronic_disease,68:86:chronic_disease	History of neurological deficits, previous cerebral infarction, or severe head trauma as indicated through pre-season screening
NCT03017937	1:14:chronic_disease	Hydrocephalus
NCT03017937	17:38:chronic_disease	Known increased intracranial pressure
NCT03017937	98:130:chronic_disease,132:150:chronic_disease,154:163:chronic_disease	Medical contraindications to restriction of venous outflow via the internal jugular veins (known increased intracerebral pressure, metabolic acidosis or alkalosis)
NCT03017937	8:32:chronic_disease,41:49:upper_bound	Recent penetrating brain trauma (within 6 months)
NCT03017937	1:5:age,6:7:lower_bound,8:10:upper_bound	aged 7-60
NCT03017196	53:71:chronic_disease	Health professionals who do not treat patients with chronic conditions
NCT03017118	1:9:lower_bound,13:16:age	40 years of age or older
NCT03017118	1:39:chronic_disease	Basal joint arthritis of Eaton stage 3
NCT03017118	1:18:chronic_disease	Diabetes Mellitus
NCT03017118	1:29:language_fluency	English fluency and literacy
NCT03017118	13:21:treatment,22:30:treatment,31:37:treatment,38:45:treatment	Patients on Coumadin/Steroids/NSAIDs/Tylenol
NCT03017118	1:30:chronic_disease	Post-traumatic osteoarthritis
NCT03017118	1:9:pregnancy,23:28:gender	Pregnant or lactating women
NCT03017118	1:45:treatment	Radiographic evidence of Eaton stage 1 and 2 only
NCT03017118	1:21:chronic_disease,31:52:chronic_disease	Rheumatoid Arthritis or other inflammatory disorder diagnoses
NCT03016871	3:8:lower_bound	> 10 mg daily prednisone equivalents
NCT03016871	3:8:lower_bound	> 40 kg
NCT03016871	8:27:chronic_disease,38:57:treatment	Active autoimmune diseases requiring systemic treatments
NCT03016871	34:44:cancer,52:59:upper_bound,97:115:treatment,119:139:cancer,143:178:cancer,183:201:cancer,206:230:cancer,237:253:treatment	Diagnosed or treated for another malignancy within 3 years of enrollment, with the exception of complete resection of basal cell carcinoma or squamous cell carcinoma of the skin, an in situ malignancy, or low-risk prostate cancer after curative therapy
NCT03016871	1:58:clinical_variable,62:65:lower_bound	Diffusion capacity of the lung for carbon monoxide (DLCO) >= 60%
NCT03016871	11:31:clinical_variable,35:44:lower_bound	Estimated creatinine clearance >= 30 ml/min (Cockcroft-Gault) and/or 24 urine analysis as needed
NCT03016871	1:11:clinical_variable,15:23:lower_bound	Hemoglobin >= 8.5 g/dl
NCT03016871	1:4:gender,45:73:contraception_consent,81:93:clinical_variable,107:109:upper_bound	Men who are sexually active with WOCBP must use any contraceptive method with a failure rate of less than 1% per year
NCT03016871	19:43:treatment,48:64:cancer	Must not have had second line chemotherapy for Hodgkin lymphoma
NCT03016871	1:22:clinical_variable,30:44:upper_bound,62:101:clinical_variable,112:125:chronic_disease,168:191:chronic_disease,196:225:treatment,235:243:chronic_disease,254:285:chronic_disease	Myocardial infarction within 6 months prior to enrollment or New York Heart Association (NYHA) class III or IV heart failure, uncontrolled angina, severe uncontrolled ventricular arrhythmias, or electrocardiographic evidence of acute ischemia or active conduction system abnormalities
NCT03016871	73:89:cancer	Patients must have histologically documented or cytologically confirmed Hodgkin lymphoma
NCT03016871	64:82:treatment,95:110:treatment	Patients should be excluded if they have a condition requiring systemic treatment with either corticosteroids
NCT03016871	72:88:chronic_disease	Patients should not have any uncontrolled illness including ongoing or active infection
NCT03016871	22:58:chronic_disease,73:89:cancer	Patients with active central nervous system (CNS) disease or history of brain metastases are excluded from study
NCT03016871	1:15:clinical_variable,19:28:lower_bound	Platelet (Plt) >= 75,000/uL
NCT03016871	1:21:treatment,33:59:treatment,100:109:treatment,144:147:clinical_variable,151:160:lower_bound,165:175:clinical_variable,182:190:lower_bound,261:274:lower_bound	Platelet transfusion and packed red blood cell transfusion can also be given prior to the start of treatment and treatment to achieve a target plt >= 75,000/uL and hemoglobin of >= 8.5 g/dl, provided that patients have not received growth factors for at least 14 days prior to entering trial
NCT03016871	19:43:treatment	Prior exposure to PD-1 or PD-L1 inhibitors is not allowed
NCT03016871	1:24:treatment	Prior radiation therapy is allowed
NCT03016871	1:22:clinical_variable,23:60:clinical_variable,63:72:upper_bound,77:110:clinical_variable,112:128:clinical_variable	Prothrombin time (PT)/international normalized ration (INR) < 1.5 x ULN and partial thromboplastin time (PTT) (activated [a]PTT) < 1.5 x ULN
NCT03016871	187:214:clinical_variable,218:226:lower_bound,244:261:treatment,273:285:clinical_variable	Significant screening electrocardiogram (ECG) abnormalities including, but not limited to, left bundle branch block, 2nd degree atrioventricular (AV) block type II, 3rd degree block, or corrected QT interval (QTc) >= 470 msec; subjects with a cardiac pacemaker who have a QTc interval of >= 470 msec may be eligible if these findings are considered not clinically significant as documented via a cardiology evaluation
NCT03016871	7:16:clinical_variable,22:59:lower_bound	Total bilirubin with 1.5 x the upper limit of normal (ULN) institutional limits
NCT03016871	71:74:clinical_variable,78:85:lower_bound	filgrastim can be given before and during treatment to achieve target ANC >= 1500 uL
NCT03016871	1:4:gender,15:24:treatment	men receiving nivolumab and who are sexually active with WOCBP will be instructed to adhere to contraception for a period of 31 weeks after the last dose of investigational product
NCT03016871	29:31:treatment,38:55:treatment,71:89:chronic_disease	patients who do not achieve CR after induction therapy are considered primary refractory and are allowed to enter study
NCT03016871	28:50:clinical_variable,64:81:chronic_disease	patients with elevation of unconjugated bilirubin alone, as in Gilbert's disease, are eligible
NCT03016871	24:47:clinical_variable	prior study entry, any electrocardiogram (ECG) abnormality at screening has to be documented by the investigator as not medically relevant
NCT03016871	35:69:chronic_disease,86:118:clinical_variable,122:125:lower_bound,137:192:treatment	subjects who have an undetectable human immunodeficiency virus (HIV) viral load with CD (cluster of differentiation)4 >= 300 and are on highly active antiretroviral therapy (HAART) medication are allowed
NCT03016871	91:98:lower_bound	those who have not recovered from the adverse events due to agents administered more than 3 weeks earlier are excluded
NCT03016871	1:6:gender,53:86:pregnancy,113:120:lower_bound,144:147:clinical_variable,156:170:upper_bound	women of childbearing potential (WOCBP) must have a negative serum or urine pregnancy test (minimum sensitivity 25 IU/L or equivalent units of HCG) within 24 hours prior to the start of nivolumab
NCT03016871	1:6:gender,3:6:gender,109:120:chronic_disease	women who are not of childbearing potential (i.e., who are postmenopausal or surgically sterile) as well as azoospermic men do not require contraception
NCT03016351	21:34:allergy_name	Adverse reaction to nitroglycerin
NCT03016351	1:11:chronic_disease	Amenorrhea
NCT03016351	1:15:clinical_variable,28:39:lower_bound	Blood pressure of at least 120/80 mmHg
NCT03016351	1:16:bmi,20:24:lower_bound,25:33:upper_bound	Body Mass Index of 18.5-40 kg/m²
NCT03016351	41:57:ethnicity,65:87:ethnicity	Born in the United States of either two African-American or two non-Hispanic Caucasian parents
NCT03016351	9:28:chronic_disease	Chronic autoimmune diseases
NCT03016351	1:29:chronic_disease	Chronic inflammatory disease
NCT03016351	1:12:chronic_disease,20:33:upper_bound	Head injury within last 6 months
NCT03016351	12:59:chronic_disease	History of cardiovascular disease or cardiovascular events
NCT03016351	1:15:chronic_disease,25:30:clinical_variable,32:41:lower_bound,50:57:clinical_variable,59:68:lower_bound	Hyperlipidemia, with an LDL-C >159 mg/dL and /or total-C >229 mg/dL
NCT03016351	1:10:allergy_name	Lidocaine allergy
NCT03016351	16:21:gender	Postmenopausal women
NCT03016351	1:10:pregnancy	Pregnancy
NCT03016351	13:26:chronic_disease,34:44:clinical_variable,47:55:lower_bound	Presence of renal disease with a creatinine > 1.5mg/dL
NCT03016351	1:17:chronic_disease	Seizure disorder
NCT03016351	20:33:upper_bound	Tobacco use in the past 6 months
NCT03016351	1:10:clinical_variable,12:19:lower_bound	diastolic >99 mmHg
NCT03016351	1:6:chronic_disease	lupus
NCT03016351	11:14:lower_bound,15:43:treatment	more than one anti-hypertensive medication
NCT03016351	1:19:chronic_disease	multiple sclerosis
NCT03016351	1:21:chronic_disease	rheumatoid arthritis
NCT03016351	1:9:clinical_variable,11:19:lower_bound	systolic >159 mmHg
NCT03016130	1:35:cancer,49:81:treatment,89:100:treatment,102:111:treatment,113:129:treatment,160:171:clinical_variable,176:182:lower_bound	Acute lymphoblastic leukemia (ALL) receiving an intensive induction chemotherapy (e.g., HyperCVAD±R, CALGB9251, Larsons protocol) with an expected duration of neutropenia of ≥7 days
NCT03016130	1:4:age,5:13:lower_bound	Age 18 years or older
NCT03016130	1:30:treatment	Allogeneic or autologous HSCT for any indication
NCT03016130	1:33:clinical_variable,39:45:lower_bound	Expected duration of neutropenia of ≥ 7 days
NCT03016130	1:17:chronic_disease,19:46:chronic_disease	Uncontrolled HIV, Hepatitis B and C infection
NCT03016130	30:34:treatment	Underlying diagnosis for non-HSCT patients
NCT03016130	17:26:chronic_disease	Untreated major infection at presentation
NCT03016130	8:24:treatment,32:46:upper_bound	Use of neutropenic diet within 72 hours prior to consent
NCT03016130	8:42:treatment,50:62:upper_bound	Use of systemic antibacterial antibiotics within 7 days prior to initiation of study diet
NCT03016130	21:51:treatment,95:106:clinical_variable,112:118:lower_bound	patients undergoing reduced intensity conditioning, only those regimens in which the expected neutropenia is ≥ 7 days are permitted and the patient must reside in the hospital
NCT03015805	1:3:lower_bound,4:12:upper_bound	12-17 years old
NCT03015805	1:26:chronic_disease	Active psychotic disorder
NCT03015805	1:44:clinical_variable	Diagnostic and Statistical Manual-5 (DSM-5) substance use disorder
NCT03015805	21:25:age,26:28:lower_bound,29:37:upper_bound	Not serving clients aged 12-17 years old with a substance abuse problem
NCT03015805	1:33:chronic_disease	Pervasive developmental disorder
NCT03015805	17:21:age,22:24:lower_bound,25:33:upper_bound	Serving clients aged 12-17 years old with a substance abuse problem
NCT03015805	1:35:chronic_disease	Severe/profound mental retardation
NCT03015272	1:4:chronic_disease	ASD
NCT03015272	20:38:treatment,72:73:lower_bound,74:81:upper_bound	attend testing and treatment sessions at BIDMC 5 days/week for approx. 6-8 weeks
NCT03015272	29:30:lower_bound	be able to imitate at least 2 speech sounds on command
NCT03015272	41:51:lower_bound	be able to sit in a chair for more than 15 minutes at a time
NCT03015272	18:26:upper_bound	cannot commit to 11 weeks of testing and treatment at BIDMC
NCT03015272	80:89:lower_bound,93:107:treatment	demonstrate minimal progress in speech acquisition despite having had at least 18 months of speech therapy
NCT03015272	21:24:chronic_disease	have a diagnosis of ASD
NCT03015272	31:43:chronic_disease,47:67:chronic_disease,79:82:chronic_disease	have a history of significant neurological or psychiatric disorder other than ASD that could interfere with this study as determined by PI
NCT03015272	14:32:chronic_disease	have a major hearing impairment
NCT03015272	8:28:clinical_variable,42:51:upper_bound	have a nonverbal mental age of less than 18 months
NCT03015272	25:28:age,34:43:lower_bound	have a nonverbal mental age over 18 months
NCT03014687	1:17:chronic_disease	Active sinusitis
NCT03014687	26:44:treatment,62:78:cancer,98:105:cancer,107:117:chronic_disease,122:134:cancer	Adult patient undergoing endoscopic surgery for resection of pituitary tumors for nonfunctioning adenoma, acromegaly, or prolactinoma
NCT03014687	5:27:treatment,31:53:treatment	Any solid organ transplant or bone marrow transplant
NCT03014687	1:10:chronic_disease	Cirrhosis
NCT03014687	54:77:chronic_disease	Concurrent antibiotics for another indication (i.e., urinary tract infection)
NCT03014687	1:18:chronic_disease	Cushing's disease
NCT03014687	1:17:language_fluency	English speaking
NCT03014687	12:29:chronic_disease	History of chronic sinusitis
NCT03014687	1:17:chronic_disease	Immunodeficiency
NCT03014687	1:10:pregnancy	Pregnancy
NCT03014687	10:23:treatment	Previous sinus surgery
NCT03014687	1:20:chronic_disease,24:38:chronic_disease	Rathke's Cleft cyst or pituitary cyst
NCT03014687	24:36:clinical_variable,41:48:clinical_variable	able to understand the ASK Nasal-12 and SNOT-22 scales
NCT03014687	1:10:chronic_disease	hepatitis
NCT03013543	2:9:lower_bound,10:36:clinical_variable	>51.92 % POMC methylation intensity at the specific analyzed POMC region
NCT03013543	32:49:treatment	All patients with a history of bariatric surgery must be discussed with, and receive approval from Rhythm prior to enrollment
NCT03013543	1:17:chronic_disease	Alström Syndrome
NCT03013543	138:163:chronic_disease	Any lifetime history of a suicide attempt, or any suicidal behavior in the last month, again in patients without evidence of significant neurocognitive impairment
NCT03013543	1:28:chronic_disease	Bardet-Biedl Syndrome (BBS)
NCT03013543	226:233:chronic_disease	Bi-allelic, homozygous or compound heterozygous (a different gene mutation on each allele) genetic status for either the POMC, PCSK1, or LEPR genes, with the loss-of-function (LOF) variant for each allele conferring a severe obesity phenotype
NCT03013543	33:42:chronic_disease,44:51:chronic_disease,56:73:chronic_disease	Current, clinically significant pulmonary, cardiac, or oncologic disease, if these were severe enough to interfere with the study and/or would confound the results
NCT03013543	14:27:chronic_disease,29:45:chronic_disease,47:67:chronic_disease,234:258:chronic_disease	Diagnosis of schizophrenia, bipolar disorder, personality disorder or other Diagnostic and Statistical Manual of Mental Disorders (DSM-III) disorders that the investigator believes will interfere significantly with study compliance. Neurocognitive disorders affecting ability to consent will not be disqualifying as long as an appropriate guardian able to give consent has been appointed
NCT03013543	1:20:gender,84:110:contraception_consent	Female participants of child-bearing potential must be confirmed non-pregnant, and agree to use contraception as outlined in the protocol
NCT03013543	1:8:gender	Females who are breastfeeding or nursing
NCT03013543	1:28:chronic_disease	Heterozygous POMC mutations
NCT03013543	26:46:treatment	Inability to comply with QD injection regimen
NCT03013543	1:37:chronic_disease	LEPR Heterozygous Deficiency Obesity
NCT03013543	44:53:treatment	Patient completes the initial ~3 months of treatment period without evidence of severe or clinically relevant adverse events, changes in vital signs, or changes in safety laboratories or ECGs
NCT03013543	31:51:clinical_variable,54:60:upper_bound	Patient loses ~5 kg (or 5% if baseline body weight < 100 kg) of weight over the treatment period
NCT03013543	1:29:treatment,44:47:lower_bound,48:59:clinical_variable	Prior gastric bypass surgery resulting in >10% weight loss durably maintained from the baseline pre-operative weight with no evidence of weight regain
NCT03013543	6:21:chronic_disease	Rare genetic disease patients genetically confirmed diagnoses (may be confirmed by test at Screening)
NCT03013543	33:43:allergy_name	Significant hypersensitivity to study drug
NCT03013543	1:29:chronic_disease	Smith-Magenis Syndrome (SMS)
NCT03013543	33:38:chronic_disease,60:96:chronic_disease,80:89:chronic_disease,139:156:chronic_disease	any underlying etiology besides NAFLD, including diagnosed non-alcoholic steatohepatitis (NASH), other causes of hepatitis, or history of hepatic cirrhosis
NCT03013543	13:18:chronic_disease	presence of NAFLD
NCT03012815	16:26:treatment,37:43:lower_bound	Already taking gabapentin more than 300 mg three times a day
NCT03012815	1:9:treatment	Cannabis use disorder will be allowed
NCT03012815	12:38:treatment,43:66:chronic_disease,73:89:chronic_disease	Concurrent anticonvulsant medications for psychiatric indications (e.g. bipolar disorder) will be allowed
NCT03012815	32:46:lower_bound	Patients admitted greater than 12 hours prior to potential enrollment
NCT03012815	40:50:treatment	Patients receiving therapeutic dose of gabapentin (rather than continuation of home dose) prior to enrollment
NCT03012815	1:62:clinical_variable,64:65:lower_bound	Prediction of Alcohol Withdrawal Severity Scale (PAWSS) score >4
NCT03012815	1:10:pregnancy	Pregnancy
NCT03012815	12:22:treatment	Prescribed pregabalin
NCT03012815	1:24:chronic_disease,36:40:clinical_variable,43:45:upper_bound	Severe renal impairment (estimated CrCl < 30)
NCT03012815	1:36:language_fluency	Sufficient understanding of English
NCT03011801	7:12:gender	Adult women
NCT03011801	19:37:chronic_disease	An HPA axis or an endocrine disorder
NCT03011801	1:17:chronic_disease,22:31:chronic_disease	Bipolar disorder and psychosis based on the Structured Clinical Interview for DSM-IV Axis I Disorders (SCID-NP)
NCT03011801	1:26:treatment,43:52:pregnancy	Corticosteroid medication use during this pregnancy
NCT03011801	58:101:clinical_variable,115:116:lower_bound	Elevated depressive symptoms based on screening with the Edinburgh Postnatal Depression Scale (EPDS) with score > 9
NCT03011801	13:46:chronic_disease	Presence of cervical or uterine abnormalities
NCT03011801	6:14:lower_bound,18:21:age	over 18 years of age
NCT03011801	24:33:pregnancy	singleton intrauterine pregnancy
NCT03011788	1:22:treatment	prior colon resection
NCT03011684	1:13:treatment	Chemotherapy has already commenced or been completed
NCT03011684	20:39:treatment,44:60:treatment,70:86:treatment	Desires to undergo ovarian stimulation and oocyte retrieval prior to cancer treatment
NCT03011684	19:31:treatment	Has not yet begun chemotherapy
NCT03011684	22:35:cancer,61:73:treatment	History of recurrent breast cancer (with a prior history of chemotherapy)
NCT03011684	5:18:cancer	New breast cancer diagnosis
NCT03011684	1:23:cancer,35:45:cancer	Stage IV breast cancer diagnosis (metastases remote from the breast)
NCT03011567	47:59:lower_bound,60:75:clinical_variable	Delivery occurred at equal to or greater than 24 0/7 weeks gestational age
NCT03011567	14:34:chronic_disease,55:79:chronic_disease,87:95:upper_bound,96:111:clinical_variable	Diagnosis of chronic hypertension or documentation of elevated blood pressures before 20 weeks gestational age
NCT03011567	1:10:chronic_disease	Eclampsia
NCT03011567	1:25:chronic_disease	Gestational hypertension
NCT03011567	1:10:chronic_disease,12:34:chronic_disease,36:65:chronic_disease	Hemolysis, Elevated Liver Enzymes, Low Platelet (HELLP) Syndrome
NCT03011567	1:19:clinical_variable,43:49:upper_bound,57:75:treatment	Low platelet count (recorded measurement <50,000 during hospital admission)
NCT03011567	1:34:chronic_disease	Preeclampsia with severe features
NCT03011567	1:13:chronic_disease	Preeclampsia without severe features
NCT03011567	8:20:chronic_disease,45:48:lower_bound,84:92:clinical_variable,94:101:lower_bound,105:114:clinical_variable,116:123:lower_bound	Severe hypertension: Patients with at least one severe blood pressure measurement (systolic >160mmHg or diastolic >105mmHg) prior to randomization
NCT03011567	1:30:chronic_disease,32:35:clinical_variable,39:42:clinical_variable,44:47:lower_bound	Significant liver dysfunction (AST or ALT >500)
NCT03011567	29:44:treatment,80:99:treatment,103:125:chronic_disease	Use of therapeutic doses of anticoagulation (low dose anticoagulation used for routine prophylaxis of venous thromboembolism is acceptable)
NCT03011307	1:54:clinical_variable,55:56:lower_bound,57:58:upper_bound	American Society of Anesthesiologists physical status 1-3
NCT03011307	48:63:treatment	Currently Workman's Comp litigation related to hip replacement
NCT03011307	1:10:pregnancy	Pregnancy
NCT03011307	18:36:chronic_disease	Suffering from a psychotic disorder
NCT03011307	21:35:lower_bound,39:47:treatment	Taking greater than 100 milligrams of morphine (or equivalent)
NCT03011307	8:35:treatment	recent psychiatric hospitalization
NCT03010917	15:36:chronic_disease,47:51:chronic_disease,53:62:chronic_disease,67:84:chronic_disease	Current major psychiatric illnesses including mood, psychotic, or anxiety disorders
NCT03010917	47:61:chronic_disease,63:76:chronic_disease	History of major medical illnesses; including liver diseases, heart disease, chronic pain or other medical conditions
NCT03010917	1:34:clinical_variable,48:62:lower_bound	Liver function tests (ALT or AST) greater than 3 times normal
NCT03010917	1:5:gender	Male
NCT03010917	13:17:age,21:23:lower_bound,28:30:upper_bound	between the ages of 21 and 55
NCT03010917	1:8:gender	females
NCT03010917	1:13:pregnancy,31:40:pregnancy,75:113:contraception_consent	not pregnant as determined by pregnancy screening nor breast feeding, and using acceptable birth control methods
NCT03010852	1:15:treatment,27:43:upper_bound	Oxygen therapy within the previous 30 days
NCT03010852	20:36:upper_bound	Smoking within the previous 30 days
NCT03010137	57:65:pregnancy	Adults unable to consent, infants, children, teenagers, pregnant patients and prisoners will be excluded
NCT03010137	73:82:allergy_name,99:113:treatment,133:154:treatment	All patients who previously demonstrated a hypersensitivity reaction to adhesives and qualify for panniculectomy in preparation for renal transplantation, or all patients who are undergoing panniculectomy for reasons other than in preparation for renal transplantation (i.e. after massive weight loss or for cosmetic reasons)
NCT03010137	59:90:treatment,151:158:lower_bound,176:183:treatment	Patients who do not complete the duration of treatment of negative pressure wound therapy (7 days), or patients who do not follow up for a minimum of 30 days from the date of surgery will be excluded
NCT03009981	47:51:upper_bound	Abdominal and/or pelvic lymph nodes measuring 2 cm or less in short axis diameter
NCT03009981	1:4:age,7:15:lower_bound	Age ≥ 18 years
NCT03009981	58:72:treatment,92:96:lower_bound,97:107:treatment,108:120:treatment	Any chronic medical condition requiring a higher dose of corticosteroid than equivalent of 5 mg prednisone/prednisolone once daily
NCT03009981	1:40:cancer,46:63:clinical_variable,66:74:upper_bound	Biochemically recurrent prostate cancer with PSA doubling time ≤ 9 months at the time of study entry
NCT03009981	11:31:clinical_variable,34:43:lower_bound	Estimated creatinine clearance > 45 ml/min using Cockroft-Gault equation
NCT03009981	1:11:clinical_variable,14:22:lower_bound,79:93:upper_bound	Hemoglobin ≥ 9.0 g/dL independent of transfusion and/or growth factors within 3 months prior to randomization
NCT03009981	26:49:cancer	Histologically confirmed prostate adenocarcinoma
NCT03009981	53:69:chronic_disease,71:108:chronic_disease	Intercurrent illness that is not controlled such as active infection, psychiatric illness/social situations that would limit compliance with study requirements
NCT03009981	1:8:cancer,29:47:treatment,54:58:treatment,62:73:treatment,102:104:treatment,112:115:treatment,119:141:treatment	Lesions identified on other imaging modalities (e.g. PSMA or choline PET) that are not visualized on CT and/or MRI or radionuclide bone scan
NCT03009981	95:108:lower_bound	Medications known to lower the seizure threshold must be discontinued or substituted at least 4 weeks prior to cycle 1 day 1
NCT03009981	62:70:upper_bound	Must also agree not to donate sperm during the study and for 3 months after receiving the last dose of study drug
NCT03009981	27:37:cancer,51:53:treatment,57:116:treatment	No definitive evidence of metastases on screening CT or MRI of abdomen/pelvis and radionuclide whole body bone scan per the judgment of the investigator
NCT03009981	1:10:clinical_variable,13:31:lower_bound,88:102:upper_bound	Platelets ≥ 100,000/microliter independent of transfusion and/or growth factors within 3 months prior to randomization
NCT03009981	1:10:treatment,7:10:treatment,18:92:treatment,126:135:treatment,139:146:treatment,201:231:treatment,237:251:lower_bound,281:312:clinical_variable,318:327:upper_bound	Prior ADT and/or first generation anti-androgen in the (neo)adjuvant and/or salvage setting before, during, and/or following radiation or surgery is allowed provided last effective dose of ADT and/or first-generation anti-androgen is > 9 months prior to date of randomization and total duration of prior therapy is ≤ 36 months
NCT03009981	1:35:treatment,80:92:treatment,94:104:treatment,106:115:treatment,145:160:cancer	Prior androgen deprivation therapy and/or first generation anti-androgen (e.g. bicalutamide, nilutamide, flutamide) for biochemically recurrent prostate cancer
NCT03009981	1:28:treatment	Prior bilateral orchiectomy
NCT03009981	1:37:treatment,44:56:treatment,58:77:treatment,79:89:treatment,94:140:treatment,151:162:treatment,166:178:treatment	Prior treatment with CYP17 inhibitor (e.g. ketoconazole, abiraterone acetate, galeterone) or second generation androgen receptor antagonist including apalutamide or enzalutamide
NCT03009981	11:29:clinical_variable,32:41:lower_bound	Screening serum testosterone > 150 ng/dL
NCT03009981	1:8:chronic_disease,52:59:chronic_disease,72:78:chronic_disease,86:91:upper_bound,110:142:chronic_disease,144:154:cancer,156:166:cancer,184:208:cancer,242:249:treatment,253:270:treatment	Seizure or known condition that may pre-dispose to seizure (e.g. prior stroke within 1year to randomization, brain arteriovenous malformation, Schwannoma, meningioma, or other benign CNS or meningeal disease which may require treatment with surgery or radiation therapy)
NCT03009981	1:14:clinical_variable,17:25:lower_bound	Serum albumin ≥ 3.0 g/dL
NCT03009981	1:34:clinical_variable,36:82:clinical_variable,88:119:clinical_variable,121:163:clinical_variable,167:200:upper_bound	Serum aspartate transaminase (AST; serum glutamic oxaloacetic transaminase [SGOT]) and serum alanine transaminase (ALT; serum glutamic pyruvic transaminase [SGPT]) < 2.5 x upper limit of normal (ULN)
NCT03009981	1:16:clinical_variable,19:29:lower_bound	Serum potassium ≥ 3.5 mmol/L
NCT03009981	1:26:chronic_disease	Uncontrolled hypertension
