1	2	3	4	5	6	7	8
NonRel	age [s1] @NUMBER [e1] - @NUMBER	age @NUMBER - [s2] @NUMBER [e2]	lower_bound	upper_bound	1962_1	1962_2	1962.0
hasTemp	history of > [s1] @NUMBER [e1] chemotherapy regimen	history of > @NUMBER [s2] chemotherapy regimen [e2]	lower_bound	treatment	1963_0	1963_1	1963.0
hasValue	[s1] absolute neutrophil count [e1] ≥ @NUMBER / mcl	absolute neutrophil count ≥ [s2] @NUMBER / mcl [e2]	clinical_variable	lower_bound	1965_0	1965_1	1965.0
NonRel	documented disease progression on at least two prior lines of [s1] chemotherapy [e1] for advanced nsclc	documented disease progression on at least two prior lines of chemotherapy for advanced [s2] nsclc [e2]	treatment	cancer	1966_1	1966_2	1966.0
hasValue	[s1] ecog performance status [e1] ≤ @NUMBER	ecog performance status ≤ [s2] @NUMBER [e2]	clinical_variable	upper_bound	1967_0	1967_1	1967.0
NonRel	maximum daily dose of [s1] steroids [e1] should be prednisone @NUMBER mg or equivalent	maximum daily dose of steroids should be [s2] prednisone [e2] @NUMBER mg or equivalent	treatment	treatment	1968_0	1968_1	1968.0
NonRel	[s1] men [e1] treated or enrolled on this protocol must also agree to use highly effective contraception prior to the study , for the duration of study participation and @NUMBER months after completion of irx4204 administration	men treated or enrolled on this protocol must also [s2] agree to use highly effective contraception [e2] prior to the study , for the duration of study participation and @NUMBER months after completion of irx4204 administration	gender	contraception_consent	1969_0	1969_1	1969.0
hasTemp	patients with a history of another [s1] active malignancy [e1] within the past two years	patients with a history of another active malignancy within the [s2] past two years [e2]	cancer	upper_bound	1970_0	1970_1	1970.0
NonRel	progression within @NUMBER months of [s1] adjuvant chemotherapy [e1] or definitive chemoradiation will count as one line of therapy	progression within @NUMBER months of adjuvant chemotherapy or [s2] definitive chemoradiation [e2] will count as one line of therapy	treatment	treatment	1971_1	1971_2	1971.0
NonRel	[s1] radiation therapy [e1] for brain metastases must be completed at least @NUMBER days prior to treatment on protocol	radiation therapy for [s2] brain metastases [e2] must be completed at least @NUMBER days prior to treatment on protocol	treatment	cancer	1972_0	1972_1	1972.0
hasValue	ability to walk on a treadmill for more than [s1] @NUMBER minutes [e1] with partial body weight support as needed and short sitting / standing breaks	ability to walk on a treadmill for more than @NUMBER minutes with partial [s2] body weight [e2] support as needed and short sitting / standing breaks	lower_bound	clinical_variable	1974_0	1974_1	1974.0
NonRel	age between [s1] @NUMBER [e1] and @NUMBER years	age between @NUMBER and [s2] @NUMBER years [e2]	lower_bound	upper_bound	1975_1	1975_2	1975.0
NonRel	documented history of ≥ @NUMBER [s1] symptomatic hyperammonemia [e1] event with ammonia ≥ @NUMBER µmol / l	documented history of ≥ @NUMBER symptomatic hyperammonemia event with [s2] ammonia [e2] ≥ @NUMBER µmol / l	clinical_variable	clinical_variable	1976_1	1976_2	1976.0
NonRel	documented history of ≥ [s1] @NUMBER [e1] symptomatic hyperammonemia event with ammonia ≥ @NUMBER µmol / l	documented history of ≥ @NUMBER symptomatic hyperammonemia event with ammonia ≥ [s2] @NUMBER µmol / l [e2]	lower_bound	lower_bound	1976_0	1976_3	1976.0
hasTemp	on stable dose of [s1] ammonia scavenger therapy [e1] for ≥ @NUMBER weeks	on stable dose of ammonia scavenger therapy for ≥ [s2] @NUMBER weeks [e2]	treatment	lower_bound	1977_0	1977_1	1977.0
hasTemp	participation in [s1] another investigational medicine study ( including another gene transfer trial ) [e1] within @NUMBER months of screening	participation in another investigational medicine study ( including another gene transfer trial ) within [s2] @NUMBER months [e2] of screening	treatment	upper_bound	1978_0	1978_1	1978.0
hasValue	[s1] serum creatinine [e1] > @NUMBER mg / dl	serum creatinine > [s2] @NUMBER mg / dl [e2]	clinical_variable	lower_bound	1979_0	1979_1	1979.0
NonRel	an ammonia level < [s1] @NUMBER µmol / l [e1] within the @NUMBER week period preceding the screening visit	an ammonia level < @NUMBER µmol / l within the [s2] @NUMBER week [e2] period preceding the screening visit	upper_bound	upper_bound	1980_1	1980_2	1980.0
NonRel	with documented diagnosis of late onset ( defined as first manifestation of signs and symptoms at ≥ @NUMBER month of [s1] age [e1] ) otc deficiency , confirmed via enzymatic , biochemical , or molecular testing	with documented diagnosis of late onset ( defined as first manifestation of signs and symptoms at ≥ @NUMBER month of age ) [s2] otc deficiency [e2] , confirmed via enzymatic , biochemical , or molecular testing	age	chronic_disease	1981_1	1981_2	1981.0
NonRel	with documented diagnosis of late onset ( defined as first manifestation of signs and symptoms at ≥ @NUMBER month of age ) [s1] otc deficiency [e1] , confirmed via enzymatic , biochemical , or molecular testing	with documented diagnosis of late onset ( defined as first manifestation of signs and symptoms at ≥ @NUMBER month of age ) otc deficiency , confirmed via [s2] enzymatic [e2] , biochemical , or molecular testing	chronic_disease	treatment	1981_2	1981_3	1981.0
NonRel	with documented diagnosis of late onset ( defined as first manifestation of signs and symptoms at ≥ @NUMBER month of age ) otc deficiency , confirmed via [s1] enzymatic [e1] , biochemical , or molecular testing	with documented diagnosis of late onset ( defined as first manifestation of signs and symptoms at ≥ @NUMBER month of age ) otc deficiency , confirmed via enzymatic , [s2] biochemical [e2] , or molecular testing	treatment	treatment	1981_3	1981_4	1981.0
NonRel	with documented diagnosis of late onset ( defined as first manifestation of signs and symptoms at ≥ @NUMBER month of age ) otc deficiency , confirmed via enzymatic , [s1] biochemical [e1] , or molecular testing	with documented diagnosis of late onset ( defined as first manifestation of signs and symptoms at ≥ @NUMBER month of age ) otc deficiency , confirmed via enzymatic , biochemical , or [s2] molecular testing [e2]	treatment	treatment	1981_4	1981_5	1981.0
NonRel	new york heart association class [s1] iii [e1] or iv	new york heart association class iii or [s2] iv [e2]	lower_bound	upper_bound	1982_1	1982_2	1982.0
NonRel	treatment with [s1] radiation therapy [e1] , surgery , chemotherapy , or investigational therapy within four weeks prior to study entry	treatment with radiation therapy , [s2] surgery [e2] , chemotherapy , or investigational therapy within four weeks prior to study entry	treatment	treatment	1983_0	1983_1	1983.0
NonRel	treatment with radiation therapy , [s1] surgery [e1] , chemotherapy , or investigational therapy within four weeks prior to study entry	treatment with radiation therapy , surgery , [s2] chemotherapy [e2] , or investigational therapy within four weeks prior to study entry	treatment	treatment	1983_1	1983_2	1983.0
NonRel	treatment with radiation therapy , surgery , [s1] chemotherapy [e1] , or investigational therapy within four weeks prior to study entry	treatment with radiation therapy , surgery , chemotherapy , or [s2] investigational therapy [e2] within four weeks prior to study entry	treatment	treatment	1983_2	1983_3	1983.0
hasTemp	[s1] myocardial infarction [e1] within the past @NUMBER months	myocardial infarction within the [s2] past @NUMBER months [e2]	chronic_disease	upper_bound	1984_0	1984_1	1984.0
NonRel	ages [s1] @NUMBER [e1] - @NUMBER	ages @NUMBER - [s2] @NUMBER [e2]	lower_bound	upper_bound	1985_1	1985_2	1985.0
hasValue	displays clinically evident intoxication on any study visit , confirmed by breathalyzer test ( [s1] breath alcohol level ( bal ) [e1] > @NUMBER mg % )	displays clinically evident intoxication on any study visit , confirmed by breathalyzer test ( breath alcohol level ( bal ) > [s2] @NUMBER mg % [e2] )	clinical_variable	lower_bound	1986_0	1986_1	1986.0
hasTemp	[s1] past 3-month [e1] non-medical opioid analgesic ( oa ) use	past 3-month non-medical [s2] opioid analgesic ( oa ) [e2] use	upper_bound	treatment	1987_0	1987_1	1987.0
hasValue	adults over [s1] age [e1] @NUMBER years	adults over age [s2] @NUMBER years [e2]	age	lower_bound	1988_0	1988_1	1988.0
NonRel	asa grades [s1] i [e1] - iii	asa grades i - [s2] iii [e2]	lower_bound	upper_bound	1989_1	1989_2	1989.0
NonRel	age between [s1] @NUMBER [e1] - @NUMBER	age between @NUMBER - [s2] @NUMBER [e2]	lower_bound	upper_bound	1990_1	1990_2	1990.0
hasValue	[s1] body mass index [e1] > @NUMBER kg / m2	body mass index > [s2] @NUMBER kg / m2 [e2]	bmi	lower_bound	1991_0	1991_1	1991.0
hasValue	[s1] bmi [e1] > @NUMBER	bmi > [s2] @NUMBER [e2]	bmi	lower_bound	1992_0	1992_1	1992.0
hasValue	[s1] intrauterine growth restriction [e1] ( < @NUMBER th percentile )	intrauterine growth restriction ( < [s2] @NUMBER th percentile [e2] )	clinical_variable	upper_bound	1993_0	1993_1	1993.0
NonRel	[s1] female participants [e1] must not be pregnant , breastfeeding or considering becoming pregnant during the study or for at least @NUMBER or @NUMBER months ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	female participants must [s2] not be pregnant [e2] , breastfeeding or considering becoming pregnant during the study or for at least @NUMBER or @NUMBER months ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	gender	pregnancy	1994_0	1994_1	1994.0
NonRel	female participants must [s1] not be pregnant [e1] , breastfeeding or considering becoming pregnant during the study or for at least @NUMBER or @NUMBER months ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	female participants must not be pregnant , breastfeeding or considering [s2] becoming pregnant [e2] during the study or for at least @NUMBER or @NUMBER months ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	pregnancy	pregnancy	1994_1	1994_2	1994.0
NonRel	female participants must not be pregnant , breastfeeding or considering becoming pregnant during the study or for at least [s1] @NUMBER [e1] or @NUMBER months ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	female participants must not be pregnant , breastfeeding or considering becoming pregnant during the study or for at least @NUMBER or [s2] @NUMBER months [e2] ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	lower_bound	upper_bound	1994_3	1994_4	1994.0
NonRel	female participants must not be pregnant , breastfeeding or considering [s1] becoming pregnant [e1] during the study or for at least @NUMBER or @NUMBER months ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	female participants must not be pregnant , breastfeeding or considering becoming pregnant during the study or for at least @NUMBER or @NUMBER months ( for [s2] monotherapy [e2] and combination therapy participants , respectively ) after the last dose of study drug	pregnancy	treatment	1994_2	1994_5	1994.0
NonRel	female participants must not be pregnant , breastfeeding or considering becoming pregnant during the study or for at least @NUMBER or @NUMBER months ( for [s1] monotherapy [e1] and combination therapy participants , respectively ) after the last dose of study drug	female participants must not be pregnant , breastfeeding or considering becoming pregnant during the study or for at least @NUMBER or @NUMBER months ( for monotherapy and [s2] combination therapy [e2] participants , respectively ) after the last dose of study drug	treatment	treatment	1994_5	1994_6	1994.0
NonRel	male participants must not be considering fathering a child or donating sperm during the study or for at least [s1] @NUMBER [e1] or @NUMBER months ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	male participants must not be considering fathering a child or donating sperm during the study or for at least @NUMBER or [s2] @NUMBER months [e2] ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	lower_bound	upper_bound	1995_1	1995_2	1995.0
NonRel	[s1] male participants [e1] must not be considering fathering a child or donating sperm during the study or for at least @NUMBER or @NUMBER months ( for monotherapy and combination therapy participants , respectively ) after the last dose of study drug	male participants must not be considering fathering a child or donating sperm during the study or for at least @NUMBER or @NUMBER months ( for [s2] monotherapy [e2] and combination therapy participants , respectively ) after the last dose of study drug	gender	treatment	1995_0	1995_3	1995.0
NonRel	male participants must not be considering fathering a child or donating sperm during the study or for at least @NUMBER or @NUMBER months ( for [s1] monotherapy [e1] and combination therapy participants , respectively ) after the last dose of study drug	male participants must not be considering fathering a child or donating sperm during the study or for at least @NUMBER or @NUMBER months ( for monotherapy and [s2] combination therapy [e2] participants , respectively ) after the last dose of study drug	treatment	treatment	1995_3	1995_4	1995.0
NonRel	participant has an eastern cooperative oncology group ( ecog ) performance status of [s1] @NUMBER [e1] to @NUMBER	participant has an eastern cooperative oncology group ( ecog ) performance status of @NUMBER to [s2] @NUMBER [e2]	lower_bound	upper_bound	1996_1	1996_2	1996.0
NonRel	participant must not have a prior grade greater than or equal to @NUMBER immune-mediated neurotoxicity or [s1] pneumonitis [e1] while receiving immunotherapy	participant must not have a prior grade greater than or equal to @NUMBER immune-mediated neurotoxicity or pneumonitis while receiving [s2] immunotherapy [e2]	chronic_disease	treatment	1997_1	1997_2	1997.0
hasTemp	participant must not have an active or prior documented [s1] autoimmune disease [e1] in the last @NUMBER years	participant must not have an active or prior documented autoimmune disease in the [s2] last @NUMBER years [e2]	chronic_disease	upper_bound	1998_0	1998_1	1998.0
hasTemp	participant must not have current or prior use of [s1] immunosuppressive medication [e1] within @NUMBER days prior to the first dose ( with certain exceptions )	participant must not have current or prior use of immunosuppressive medication within [s2] @NUMBER days prior [e2] to the first dose ( with certain exceptions )	treatment	upper_bound	1999_0	1999_1	1999.0
NonRel	participants must have total [s1] bilirubin [e1] less than or equal to @NUMBER times the upper limit of normal ( uln ) , and aspartate aminotransferase and alanine aminotransferase less than or equal to @NUMBER times uln	participants must have total bilirubin less than or equal to @NUMBER times the upper limit of normal ( uln ) , and [s2] aspartate aminotransferase [e2] and alanine aminotransferase less than or equal to @NUMBER times uln	clinical_variable	clinical_variable	2000_0	2000_2	2000.0
NonRel	participants must have total bilirubin less than or equal to @NUMBER times the upper limit of normal ( uln ) , and [s1] aspartate aminotransferase [e1] and alanine aminotransferase less than or equal to @NUMBER times uln	participants must have total bilirubin less than or equal to @NUMBER times the upper limit of normal ( uln ) , and aspartate aminotransferase and [s2] alanine aminotransferase [e2] less than or equal to @NUMBER times uln	clinical_variable	clinical_variable	2000_2	2000_3	2000.0
NonRel	participants must have total bilirubin less than or equal to [s1] @NUMBER times the upper limit of normal ( uln ) , [e1] and aspartate aminotransferase and alanine aminotransferase less than or equal to @NUMBER times uln	participants must have total bilirubin less than or equal to @NUMBER times the upper limit of normal ( uln ) , and aspartate aminotransferase and alanine aminotransferase less than or equal to [s2] @NUMBER times uln [e2]	upper_bound	upper_bound	2000_1	2000_4	2000.0
NonRel	participants with a history of [s1] chronic heart failure [e1] or significant cardiovascular disease must have an echocardiogram or multigated acquisition scan indicating left ventricular ejection fraction greater than or equal to @NUMBER % within @NUMBER days prior to the first dose of study drug	participants with a history of chronic heart failure or significant [s2] cardiovascular disease [e2] must have an echocardiogram or multigated acquisition scan indicating left ventricular ejection fraction greater than or equal to @NUMBER % within @NUMBER days prior to the first dose of study drug	chronic_disease	chronic_disease	2001_0	2001_1	2001.0
NonRel	participants with a history of chronic heart failure or significant [s1] cardiovascular disease [e1] must have an echocardiogram or multigated acquisition scan indicating left ventricular ejection fraction greater than or equal to @NUMBER % within @NUMBER days prior to the first dose of study drug	participants with a history of chronic heart failure or significant cardiovascular disease must have an [s2] echocardiogram [e2] or multigated acquisition scan indicating left ventricular ejection fraction greater than or equal to @NUMBER % within @NUMBER days prior to the first dose of study drug	chronic_disease	treatment	2001_1	2001_2	2001.0
NonRel	participants with a history of chronic heart failure or significant cardiovascular disease must have an [s1] echocardiogram [e1] or multigated acquisition scan indicating left ventricular ejection fraction greater than or equal to @NUMBER % within @NUMBER days prior to the first dose of study drug	participants with a history of chronic heart failure or significant cardiovascular disease must have an echocardiogram or [s2] multigated acquisition scan [e2] indicating left ventricular ejection fraction greater than or equal to @NUMBER % within @NUMBER days prior to the first dose of study drug	treatment	treatment	2001_2	2001_3	2001.0
NonRel	participants with a history of chronic heart failure or significant cardiovascular disease must have an echocardiogram or [s1] multigated acquisition scan [e1] indicating left ventricular ejection fraction greater than or equal to @NUMBER % within @NUMBER days prior to the first dose of study drug	participants with a history of chronic heart failure or significant cardiovascular disease must have an echocardiogram or multigated acquisition scan indicating [s2] left ventricular ejection fraction [e2] greater than or equal to @NUMBER % within @NUMBER days prior to the first dose of study drug	treatment	clinical_variable	2001_3	2001_4	2001.0
NonRel	participants with a history of chronic heart failure or significant cardiovascular disease must have an echocardiogram or multigated acquisition scan indicating left ventricular ejection fraction greater than or equal to [s1] @NUMBER % [e1] within @NUMBER days prior to the first dose of study drug	participants with a history of chronic heart failure or significant cardiovascular disease must have an echocardiogram or multigated acquisition scan indicating left ventricular ejection fraction greater than or equal to @NUMBER % within [s2] @NUMBER days prior [e2] to the first dose of study drug	lower_bound	upper_bound	2001_5	2001_6	2001.0
NonRel	fellow eye with a [s1] bcva [e1] of @NUMBER / @NUMBER snellen equivalent or worse , with advanced amd ( neovascular or non-exudative amd with foveal geographic atrophy )	fellow eye with a bcva of @NUMBER / @NUMBER snellen equivalent or worse , with advanced [s2] amd [e2] ( neovascular or non-exudative amd with foveal geographic atrophy )	clinical_variable	chronic_disease	2003_0	2003_2	2003.0
NonRel	fellow eye with a bcva of @NUMBER / @NUMBER snellen equivalent or worse , with advanced [s1] amd [e1] ( neovascular or non-exudative amd with foveal geographic atrophy )	fellow eye with a bcva of @NUMBER / @NUMBER snellen equivalent or worse , with advanced amd ( [s2] neovascular or non-exudative amd [e2] with foveal geographic atrophy )	chronic_disease	chronic_disease	2003_2	2003_3	2003.0
NonRel	fellow eye with a bcva of @NUMBER / @NUMBER snellen equivalent or worse , with advanced amd ( [s1] neovascular or non-exudative amd [e1] with foveal geographic atrophy )	fellow eye with a bcva of @NUMBER / @NUMBER snellen equivalent or worse , with advanced amd ( neovascular or non-exudative amd with foveal [s2] geographic atrophy [e2] )	chronic_disease	chronic_disease	2003_3	2003_4	2003.0
hasValue	[s1] sub-foveal lesion hemorrhage obscuring [e1] > @NUMBER % of lesion	sub-foveal lesion hemorrhage obscuring > [s2] @NUMBER % [e2] of lesion	clinical_variable	lower_bound	2004_0	2004_1	2004.0
hasValue	[s1] axial length [e1] of > 26.5mm	axial length of > [s2] 26.5mm [e2]	clinical_variable	lower_bound	2005_0	2005_1	2005.0
NonRel	[s1] hemoglobin [e1] < @NUMBER g / dl ( males ) , < @NUMBER g / dl ( females )	hemoglobin < @NUMBER g / dl ( [s2] males [e2] ) , < @NUMBER g / dl ( females )	clinical_variable	gender	2007_0	2007_2	2007.0
NonRel	hemoglobin < [s1] @NUMBER g / dl [e1] ( males ) , < @NUMBER g / dl ( females )	hemoglobin < @NUMBER g / dl ( males ) , < [s2] @NUMBER g / dl [e2] ( females )	upper_bound	upper_bound	2007_1	2007_3	2007.0
NonRel	hemoglobin < @NUMBER g / dl ( [s1] males [e1] ) , < @NUMBER g / dl ( females )	hemoglobin < @NUMBER g / dl ( males ) , < @NUMBER g / dl ( [s2] females [e2] )	gender	gender	2007_2	2007_4	2007.0
NonRel	[s1] hypercholesterolemia [e1] ( fasting ldl > @NUMBER mg / dl )	hypercholesterolemia ( [s2] fasting ldl [e2] > @NUMBER mg / dl )	chronic_disease	clinical_variable	2008_0	2008_1	2008.0
NonRel	[s1] hyperglycemia [e1] ( fasting glucose > @NUMBER mg / dl )	hyperglycemia ( [s2] fasting glucose [e2] > @NUMBER mg / dl )	chronic_disease	clinical_variable	2009_0	2009_1	2009.0
NonRel	[s1] hypertension [e1] ( systolic blood pressure > @NUMBER mmhg , diastolic blood pressure > @NUMBER mmhg )	hypertension ( [s2] systolic blood pressure [e2] > @NUMBER mmhg , diastolic blood pressure > @NUMBER mmhg )	chronic_disease	clinical_variable	2010_0	2010_1	2010.0
NonRel	hypertension ( [s1] systolic blood pressure [e1] > @NUMBER mmhg , diastolic blood pressure > @NUMBER mmhg )	hypertension ( systolic blood pressure > @NUMBER mmhg , [s2] diastolic blood pressure [e2] > @NUMBER mmhg )	clinical_variable	clinical_variable	2010_1	2010_3	2010.0
NonRel	hypertension ( systolic blood pressure > [s1] @NUMBER mmhg [e1] , diastolic blood pressure > @NUMBER mmhg )	hypertension ( systolic blood pressure > @NUMBER mmhg , diastolic blood pressure > [s2] @NUMBER mmhg [e2] )	lower_bound	lower_bound	2010_2	2010_4	2010.0
NonRel	normal weight ( [s1] body mass index [ bmi ] [e1] bmi ] @NUMBER - @NUMBER kg / m2 ) or obese ( bmi @NUMBER - @NUMBER kg / m2 )	normal weight ( body mass index [ bmi ] [s2] bmi [e2] ] @NUMBER - @NUMBER kg / m2 ) or obese ( bmi @NUMBER - @NUMBER kg / m2 )	clinical_variable	bmi	2012_0	2012_1	2012.0
NonRel	normal weight ( body mass index [ bmi ] bmi ] [s1] @NUMBER [e1] - @NUMBER kg / m2 ) or obese ( bmi @NUMBER - @NUMBER kg / m2 )	normal weight ( body mass index [ bmi ] bmi ] @NUMBER - [s2] @NUMBER kg / m2 [e2] ) or obese ( bmi @NUMBER - @NUMBER kg / m2 )	lower_bound	upper_bound	2012_2	2012_3	2012.0
NonRel	normal weight ( body mass index [ bmi ] [s1] bmi [e1] ] @NUMBER - @NUMBER kg / m2 ) or obese ( bmi @NUMBER - @NUMBER kg / m2 )	normal weight ( body mass index [ bmi ] bmi ] @NUMBER - @NUMBER kg / m2 ) or [s2] obese [e2] ( bmi @NUMBER - @NUMBER kg / m2 )	bmi	chronic_disease	2012_1	2012_4	2012.0
NonRel	normal weight ( body mass index [ bmi ] bmi ] @NUMBER - [s1] @NUMBER kg / m2 [e1] ) or obese ( bmi @NUMBER - @NUMBER kg / m2 )	normal weight ( body mass index [ bmi ] bmi ] @NUMBER - @NUMBER kg / m2 ) or obese ( bmi [s2] @NUMBER [e2] - @NUMBER kg / m2 )	upper_bound	lower_bound	2012_3	2012_5	2012.0
NonRel	normal weight ( body mass index [ bmi ] bmi ] @NUMBER - @NUMBER kg / m2 ) or obese ( bmi [s1] @NUMBER [e1] - @NUMBER kg / m2 )	normal weight ( body mass index [ bmi ] bmi ] @NUMBER - @NUMBER kg / m2 ) or obese ( bmi @NUMBER - [s2] @NUMBER kg / m2 [e2] )	lower_bound	upper_bound	2012_5	2012_6	2012.0
NonRel	weight stable ( < [s1] @NUMBER kg [e1] change in body mass for ≥ @NUMBER months )	weight stable ( < @NUMBER kg change in body mass for ≥ [s2] @NUMBER months [e2] )	upper_bound	lower_bound	2013_1	2013_2	2013.0
NonRel	[s1] @NUMBER hg [e1] > @NUMBER mm by mr spectroscopy in patients who have not had a surgical procedure to establish the diagnosis	@NUMBER hg > @NUMBER mm by [s2] mr spectroscopy [e2] in patients who have not had a surgical procedure to establish the diagnosis	clinical_variable	treatment	2014_0	2014_2	2014.0
NonRel	@NUMBER hg > @NUMBER mm by [s1] mr spectroscopy [e1] in patients who have not had a surgical procedure to establish the diagnosis	@NUMBER hg > @NUMBER mm by mr spectroscopy in patients who have not had a [s2] surgical procedure [e2] to establish the diagnosis	treatment	treatment	2014_2	2014_3	2014.0
hasValue	[s1] karnofsky performance status [e1] < @NUMBER %	karnofsky performance status < [s2] @NUMBER % [e2]	clinical_variable	upper_bound	2015_0	2015_1	2015.0
hasTemp	[s1] age [e1] @NUMBER and older	age [s2] @NUMBER [e2] and older	pregnancy	lower_bound	2016_0	2016_1	2016.0
NonRel	gestational age at feto procedure [s1] @NUMBER weeks @NUMBER days [e1] to @NUMBER weeks @NUMBER days in this moderate category	gestational age at feto procedure @NUMBER weeks @NUMBER days to [s2] @NUMBER weeks @NUMBER days [e2] in this moderate category	lower_bound	upper_bound	2017_1	2017_2	2017.0
NonRel	gestational age at enrollment prior to [s1] @NUMBER weeks @NUMBER days [e1] , or @NUMBER weeks @NUMBER days in moderate category	gestational age at enrollment prior to @NUMBER weeks @NUMBER days , or [s2] @NUMBER weeks @NUMBER days [e2] in moderate category	lower_bound	upper_bound	2018_1	2018_2	2018.0
NonRel	moderate [s1] pulmonary hypoplasia [e1] with ultrasound o / e lhr < @NUMBER % and liver-up at the time of surgery	moderate pulmonary hypoplasia with ultrasound [s2] o / e lhr [e2] < @NUMBER % and liver-up at the time of surgery	chronic_disease	clinical_variable	2019_0	2019_1	2019.0
NonRel	moderate pulmonary hypoplasia with ultrasound [s1] o / e lhr [e1] < @NUMBER % and liver-up at the time of surgery	moderate pulmonary hypoplasia with ultrasound o / e lhr < @NUMBER % and liver-up at the time of [s2] surgery [e2]	clinical_variable	treatment	2019_1	2019_3	2019.0
NonRel	[s1] severe pulmonary hypoplasia [e1] with ultrasound o / e lhr < @NUMBER % at the time of surgery	severe pulmonary hypoplasia with [s2] ultrasound [e2] o / e lhr < @NUMBER % at the time of surgery	chronic_disease	treatment	2020_0	2020_1	2020.0
NonRel	severe pulmonary hypoplasia with [s1] ultrasound [e1] o / e lhr < @NUMBER % at the time of surgery	severe pulmonary hypoplasia with ultrasound [s2] o / e lhr [e2] < @NUMBER % at the time of surgery	treatment	clinical_variable	2020_1	2020_2	2020.0
hasValue	[s1] cervix shortened [e1] ( < @NUMBER mm )	cervix shortened ( < [s2] @NUMBER mm [e2] )	clinical_variable	upper_bound	2021_0	2021_1	2021.0
hasValue	[s1] fecal elastase-1 test ( fe1 ) [e1] less than @NUMBER mcg pancreatic elastase / g stool	fecal elastase-1 test ( fe2 ) less than [s2] @NUMBER mcg pancreatic elastase / g [e2] stool	clinical_variable	upper_bound	2023_0	2023_1	2023.0
NonRel	[s1] crcl [e1] = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl male crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl	crcl = ( @NUMBER - [s2] age [e2] in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl male crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl	clinical_variable	age	2024_0	2024_2	2024.0
NonRel	crcl = ( @NUMBER - [s1] age [e1] in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl male crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl	crcl = ( @NUMBER - age in years ) x [s2] weight [e2] in kg x @NUMBER @NUMBER x serum creatinine in mg / dl male crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl	age	clinical_variable	2024_2	2024_3	2024.0
NonRel	crcl = ( @NUMBER - age in years ) x [s1] weight [e1] in kg x @NUMBER @NUMBER x serum creatinine in mg / dl male crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl	crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x [s2] serum creatinine [e2] in mg / dl male crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl	clinical_variable	clinical_variable	2024_3	2024_4	2024.0
NonRel	crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x [s1] serum creatinine [e1] in mg / dl male crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl	crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl [s2] male [e2] crcl = ( @NUMBER - age in years ) x weight in kg x @NUMBER @NUMBER x serum creatinine in mg / dl	clinical_variable	gender	2024_4	2024_5	2024.0
NonRel	[s1] inhaled [e1] or topical steroids and adrenal replacement doses < @NUMBER mg daily prednisone equivalents	inhaled or [s2] topical steroids [e2] and adrenal replacement doses < @NUMBER mg daily prednisone equivalents	treatment	treatment	2025_0	2025_1	2025.0
NonRel	inhaled or [s1] topical steroids [e1] and adrenal replacement doses < @NUMBER mg daily prednisone equivalents	inhaled or topical steroids and [s2] adrenal replacement doses [e2] < @NUMBER mg daily prednisone equivalents	treatment	clinical_variable	2025_1	2025_2	2025.0
hasTemp	patients with [s1] active infection [e1] , un-resolving more than grade @NUMBER transplant-related toxicities	patients with active infection , un-resolving more than [s2] grade @NUMBER [e2] transplant-related toxicities	chronic_disease	lower_bound	2026_0	2026_1	2026.0
NonRel	patients with [s1] hematologic malignancies [e1] status post allogeneic sct without evidence of disease relapse , active gvhd or history of more than stage i skin acute gvhd	patients with hematologic malignancies status [s2] post allogeneic sct [e2] without evidence of disease relapse , active gvhd or history of more than stage i skin acute gvhd	cancer	treatment	2027_0	2027_1	2027.0
